응급실 이름,응급실 주소,위도,경도,전화번호
백운규안과의원,"서울특별시 송파구 올림픽로35길 112, 1동 306호 (신천동, 장미아파트비상가)",37.5178866228576,127.101917258808,02-415-5100
박이비인후과의원,서울 동대문구 전농로 147   (전농동),37.5779860214922,127.057268822936,02-2212-0770
드림성형외과의원,"서울특별시 강남구 논현로 848, 2층,5층,6층,7층,10층일부 (신사동)",37.5245744023832,127.0288370151,02-546-1616
로빈의원,"서울특별시 강남구 테헤란로64길 20, 302호 (대치동)",37.5036212499537,127.051264642306,02-552-9785
국민체력센터의원,"서울특별시 송파구 올림픽로 424, 국민체력센터의원 (방이동)",37.5203396980951,127.11551787662698,02-413-5336
최내과의원,"서울특별시 강남구 남부순환로359길 4, 2층 (도곡동)",37.485453738126,127.037229911154,02-3462-5372
김문수의원,"서울특별시 마포구 독막로 268, 305호 (대흥동, 태영아파트종합상가)",37.5456782525152,126.942886599534,02-704-5330
연세태산내과의원,"서울특별시 강서구 수명로 68-11, 3층 301~303호 (내발산동, 발산타워)",37.5522964793753,126.826550185758,02-2667-8275
설레임의원,"서울특별시 강남구 강남대로 376, 4층 (역삼동, 강남8258빌딩)",37.4965660631811,127.028772413762,02-511-7674
강남삼성드림이비인후과의원,"서울특별시 강남구 강남대로 372 (역삼동, FINE TOWER)",37.4960350270018,127.029070411585,02-539-0365
이태원제일의원,"서울특별시 용산구 회나무로 23 (이태원동, 제일의원)",37.5393451096727,126.989201170951,02-796-8275
새천년연세의원,"서울특별시 서대문구 홍연길 87, 2층 (연희동)",37.5768701260661,126.931228062773,02-333-7583
합정고려의원,"서울특별시 마포구 망원로 69, 2층 (망원동)",37.5574153066539,126.90456553807,02-337-9361
베스트본의원한의원,"서울특별시 마포구 월드컵북로 19, 대상빌딩 5,6층 (서교동)",37.5563809603233,126.919696961326,02-302-3277
탑클래스성형외과의원,"서울특별시 강남구 강남대로 416, 창림빌딩 5층 (역삼동)",37.4997988058128,127.027157607819,02-567-3456
도브의원,"서울특별시 강남구 도산대로 174, 8층 (논현동, 정안빌딩)",37.5191214549019,127.027659615605,0234458555
목동미소가인피부과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 (목동)",37.5247775349288,126.875820730078,02-2643-9900
큐오필앤결의원,"서울특별시 강남구 강남대로 468, 충림빌딩 8층 (역삼동)",37.5041557043851,127.025145513654,02-1800-1116
눈피부과의원,"서울특별시 강남구 도산대로27길 33, 201호 (신사동)",37.5220964864574,127.027229149732,02-3446-9523
뉴헤어모발성형외과의원,"서울특별시 강남구 테헤란로 115 (역삼동, 서림빌딩 15층)",37.4990612091283,127.029905723263,02-557-2022
이인수정신건강의학과의원,서울특별시 강남구 압구정로73길 8,37.5265789887299,127.046515550868,02-517-7573
리즈산부인과의원,"서울특별시 강남구 도산대로 127 (신사동, 경서빌딩 3층, 4층일부)",37.5176251157761,127.022327330675,02-540-8811
장석하정신건강의학과의원,"서울특별시 강동구 올림픽로 787, 2층 202호 (암사동, 태성프라자)",37.5515454300024,127.127723369224,02-442-7585
연세선경의원,"서울특별시 동대문구 사가정로 148, 3층 (전농동, SK아파트상가)",37.5766590358858,127.061567688813,02-2212-1932
다온소아청소년과의원,"서울특별시 강동구 아리수로 427, 504호 (강일동)",37.5649623335076,127.174603355856,02-426-8270
연세위더스여성의원,"서울특별시 마포구 양화로 178, 11층 (동교동, 목화빌딩)",37.5575046128363,126.925213220295,02-323-1194
정정형외과의원,"서울특별시 서대문구 통일로 433, 5층 (홍제동)",37.5875917300777,126.945087101126,02-396-9475
이쁜여성의원,"서울특별시 강남구 강남대로 596, 극동빌딩 401호 (논현동)",37.515034914424106,127.02030931418668,02-3448-1004
열린정형외과의원,"서울특별시 서대문구 증가로 124, 2층 (남가좌동)",37.57747837895665,126.92387416403845,02-303-8275
김현영산부인과의원,"서울특별시 강서구 강서로 43, 402,403호 (화곡동, 도양라비앙타워)",37.5315215185769,126.846531702129,02-2699-5225
도현의원,"서울특별시 강서구 강서로 380, 3층 (등촌동, 세민빌딩)",37.5594884014712,126.83887821316,02-2604-7582
아름다운나라피부과의원,"서울특별시 강남구 강남대로 390 (역삼동, 1201호 일부)",37.4978399531903,127.028578846319,02-3420-2201
라르떼의원,"서울특별시 강서구 강서로 161, 4,5층 (화곡동)",37.5411333083482,126.840558418071,02-2604-0100
박기호내과의원,"서울특별시 강서구 강서로 267, 3층 G030호 (내발산동, 송화쇼핑센터)",37.5496000614643,126.835941270275,02-2662-4778
발산연세이비인후과의원,"서울특별시 강서구 강서로 360, 203호 (내발산동, 솔레드림)",37.5576945764491,126.838393605308,02-2675-7501
삼성마취통증의학과의원,"서울 강서구 강서로 43 , 도양라비앙타워 401호  (화곡동)",37.5315215185769,126.846531702129,02-2065-2868
이상각이비인후과의원,서울특별시 은평구 통일로 833  (대조동),37.61769687311635,126.92199478671763,02-355-7670
고려정형외과의원,"서울특별시 중랑구 동일로 905, 4층 5층 (묵동)",37.6111164065523,127.0772952912,02-973-1555
라르떼의원,"서울특별시 강남구 테헤란로 401, 8층 1호 (삼성동, 남경빌딩)",37.5049703247826,127.049145898783,02-3288-3488
비비라인맆팅의원,"서울 서초구 강남대로 463 , 지하2층  (서초동)",37.5034475706091,127.024446802561,02-568-4282
비알피부과의원,"서울특별시 강남구 논현로 857, A857 4층 일부 (신사동)",37.5253452973989,127.028099944398,02-518-2510
밸런스정형외과의원,"서울특별시 강서구 양천로 510, 현대프린스텔 2층 201,213,214호 (등촌동)",37.5601170390069,126.856339450696,02-3661-5785
우리가정의학과의원,서울특별시 마포구 월드컵로25길 58 (망원동),37.5579535116605,126.904280437588,02-325-1575
금천하나의원,"서울특별시 금천구 시흥대로 403, 5,6층 (독산동, 셈프레팜)",37.4698086627095,126.897489343069,02-851-0075
지인내과의원,"서울특별시 종로구 율곡로 202-7, 제일빌딩 A,B동 3층 (연건동)",37.5756642567309,127.001415728576,02-744-2223
나루이비인후과의원,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 2층 232호 (마곡동)",37.5673140391214,126.827554917518,02-3661-3599
마이디피부과의원,"서울특별시 은평구 연서로 146 (대조동, 3층)",37.6118256229728,126.917712097114,02-355-5533
자애내과외과의원,"서울특별시 강북구 도봉로 393 (수유동, 자애의원)",37.6420131276641,127.029533511325,02-905-2694
보아스이비인후과의원,"서울특별시 중랑구 겸재로 181, 2층 (면목동)",37.588655215938,127.087781697905,02-2207-1530
코아이비인후과의원,"서울특별시 강서구 양천로57길 9-7, 2층 (가양동)",37.5634032951544,126.851432217142,02-2659-7979
권이비인후과의원,"서울특별시 중랑구 망우로 203, 201호 (중화동, 동양엔파트상가)",37.5939956436071,127.075008982696,02-438-0660
포에버의원,"서울특별시 강서구 양천로 476, 금부빌딩 4층 406호 (등촌동)",37.561600180512706,126.85327195846601,02-1577-8350
서전성모안과의원,"서울특별시 관악구 은천로 110, 202호 (봉천동, 더블유에스타워)",37.4866845060437,126.947348941536,02-875-7572
영재소아청소년과의원,"서울특별시 마포구 창전로 45, 103동 110호 (창전동, 서강한화오벨리스크)",37.54701557860176,126.93224977364073,02-706-1275
노인화산부인과의원,"서울특별시 강남구 테헤란로 339, 6층 (역삼동)",37.5048110738687,127.048597161488,02-569-1770
상쾌한이비인후과의원,"서울특별시 강서구 화곡로 176-4, 3층 (화곡동)",37.54165776434,126.841148635684,02-2601-2205
강북삼성의원,"서울특별시 강북구 삼양로77가길 9, 3층 (수유동)",37.6295503718109,127.017036799373,02-980-8767
연세가정의학과의원,"서울특별시 송파구 새말로 134, 2층 (문정동)",37.483099497403,127.129120127993,02-400-7450
연세이비인후과의원,"서울특별시 성북구 동소문로 12, (동소문동2가)",37.5888360967395,127.00758339677,02-766-7582
생생마취통증의학과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",37.588132346722,127.087205459165,02-432-7514
하이의원,"서울특별시 강서구 화곡로 157, 202호 (화곡동)",37.5415777854068,126.839107538296,02-2065-0050
현대중앙의원,"서울특별시 강서구 양천로 128, 2층 201호 (방화동, 한림리첸빌)",37.5731356881546,126.818164008437,02-2666-3394
종로연세의원,"서울특별시 종로구 종로 272, 동대문종합시장 신관 7층 (종로6가)",37.5708187075358,127.008091407146,02-745-3388
김형준가정의학과의원,"서울특별시 광진구 자양로 160, 2층 (구의동)",37.5418814269068,127.084235613044,02-447-9009
주영식이비인후과의원,"서울특별시 강북구 도봉로 345 (수유동, 현치과)",37.6386649329489,127.025892553917,02-905-4947
웰비뇨기과의원,"서울특별시 강동구 양재대로 1620, 3층 (명일동)",37.5500468701064,127.14410100908,02-427-7876
유니메디성형외과의원,서울특별시 강남구 논현로 833  (신사동),37.5228295670581,127.027894925038,02-511-3537
로앤산부인과의원,"서울특별시 광진구 아차산로 241, 7층 (화양동, 연한빌딩)",37.5405050771385,127.070150304742,02-469-3003
대치연세안과의원,"서울특별시 강남구 도곡로 408, 디마크 빌딩 407호 504호 (대치동)",37.4966225187716,127.055233195315,02-558-0088
제이제이비뇨기과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 (도곡동)",37.4849665053325,127.034757121285,02-534-5952
제이미성형외과의원,"서울특별시 강남구 압구정로 136, 3층 (신사동, 엔와이빌딩)",37.5244779493164,127.023784859069,02-542-2399
연세오케이마취통증의학과의원,"서울특별시 강남구 선릉로 517, 비젼빌딩 2, 3층 (역삼동)",37.5057199231179,127.048144226677,02-556-8257
아이온소아청소년과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 211,212호 (신도림동)",37.5096619486431,126.887986372819,02-3439-7588
장홍석정신건강의학과의원,"서울특별시 강남구 선릉로 510, 402호(삼성동, 오성빌딩)",37.5051706998603,127.048949353738,02-565-9889
올리브피부과의원,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 3층 306호 (도곡동)",37.4953648706654,127.052720025644,02-3462-5318
강상용내과의원,"서울특별시 강서구 강서로 52, 화곡판타지아 2층 201~203호 (화곡동)",37.5324910211764,126.846690598628,02-2602-5575
성요한의원,"서울특별시 동대문구 망우로 19, 2층 (휘경동)",37.5881303552149,127.055465821895,02-928-6660
수운내과의원,"서울특별시 동대문구 제기로 75-1, 1층 (청량리동)",37.58685152,127.0415747092,02-965-3263
성모본내과의원,"서울특별시 강서구 공항대로 627, 5층 (염창동, 대신빌딩)",37.5472872158845,126.874538741651,02-2658-5005
유진미의원,서울특별시 서대문구 수색로 56,37.5708392186912,126.912313925866,02-3141-3456
서대문연세이비인후과의원,"서울특별시 서대문구 통일로 131, 공화당빌딩 5층 (충정로2가)",37.5661512162168,126.965860900154,02-364-9925
서울성모내과의원,"서울특별시 서대문구 연희로 85, 3층 (연희동, 인사이드빌딩)",37.56598543064168,126.92991411550476,02-3144-2278
참다나의원,"서울특별시 서대문구 연희로 139-6, 2,3,4층 (연희동)",37.5702370474981,126.933029332947,02-337-3588
오라(AURA)성형외과의원,"서울특별시 강남구 학동로 337, H타워 4층 (논현동)",37.5170718563031,127.039928031242,02-545-3113
예진성형외과의원,"서울특별시 강남구 논현로168길 37, 1,2층 (신사동)",37.5233351617635,127.031320872522,02-514-9700
예정홀릭성형외과의원,"서울특별시 강남구 강남대로 402, 4층 (역삼동)",37.498768452064354,127.0277984674551,02-3445-1717
수지정형외과의원,"서울특별시 은평구 응암로 215, 명남더블레스아파트2차 3층 (응암동, 명남더블레스아파트2차)",37.5912229367393,126.91705406261114,02-734-5114
서울내과의원,"서울특별시 강남구 역삼로77길 23, 4,5층 (대치동)",37.503967639381,127.055935727133,02-552-4891
예인소아청소년과의원,"서울특별시 영등포구 국회대로37길 25, 302호 (당산동4가)",37.529049544394816,126.90057382024108,02-2676-7889
뉴맨남성의원,"서울특별시 강동구 올림픽로 667, 대동피렌체리버 3층 301~303호 (천호동)",37.5411360700303,127.123951125424,02-471-0555
비더뉴의원,"서울특별시 강남구 논현로155길 9, 비더뉴 성형 빌딩 4층,5층 (신사동)",37.521709491344,127.02729167889,025405495
청담비엘에스의원,"서울특별시 강남구 선릉로 830, 공신진흥빌딩 5층 (청담동)",37.52601143092,127.04044210149,02-512-4842
동신비뇨기과의원,"서울특별시 서대문구 연희로 276, 2층 (홍은동)",37.5816970350637,126.936563883149,02-394-0708
김민경병리과의원,"서울특별시 강남구 삼성로 709, 4층 (청담동)",37.5194245244032,127.049528556494,02-538-0747
노규식공부두뇌연구원,서울특별시 강남구 도곡로 409  (대치동),37.4973692137569,127.055167024731,02-556-0990
브랜뉴의원,"서울특별시 강남구 압구정로 437, 청담동일신빌딩 4층 (청담동)",37.5269483913019,127.04514362306,02-511-3075
비에스의원,"서울특별시 강남구 논현로159길 14, 4층 (신사동)",37.5231421533009,127.026997058822,02-517-9977
더화이트의원,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",37.5471644988463,126.836797010994,02-2065-2301
스카이정형외과의원,"서울특별시 강서구 방화동로 37, 201, 601호 (방화동, 메디스타워)",37.5641822785808,126.810682079138,02-2662-7588
시원항외과의원,"서울특별시 강서구 강서로 43, 7층 (화곡동, 도양라비앙타워)",37.5315215185769,126.846531702129,02-2694-7775
에스탑의원,"서울특별시 강서구 화곡로 153, 4층 (화곡동)",37.54146469635114,126.83876719347482,02-2605-7577
연세나눔의원,"서울 강서구 공항대로 164 , 5층 504호  (마곡동)",37.5593259702511,126.825514827621,02-2666-3616
우리재활의학과의원,"서울특별시 강서구 양천로 72, 5층 (방화동, 해성빌딩)",37.5732116324409,126.811777075121,02-2064-7700
이선우성형외과의원,"서울특별시 종로구 종로 132, 3층 (종로3가)",37.57010730845644,126.99237290538762,02-2271-0020
삼성드림의원,"서울특별시 용산구 이촌로 103, 2층 (한강로3가)",37.5240601455987,126.959602392189,02-796-7178
장안과의원,서울특별시 서대문구 수색로 38 (남가좌동),37.5698083576987,126.914480442523,02-302-5677
정원의원,"서울특별시 강동구 고덕로62길 29, 201, 202호 (명일동, 명일삼환아파트)",37.5536016508145,127.153548420662,02-442-3245
이지소아청소년과의원,"서울특별시 강남구 헌릉로570길 34, 리엔파크프라자 2층 201호 (세곡동)",37.4631480963128,127.103468343169,02-2226-5036
삼성윤내과의원,"서울 강남구 광평로 295 , 한신사이룩스 서관 211호  (수서동)",37.4885591040326,127.104470715166,070-4667-2098
노마취통증의학과의원,"서울특별시 동작구 상도로 94, 수진세인트빌딩 4층 (상도동)",37.4997629442808,126.931152504462,02-813-8700
연세미다인의원,"서울특별시 강남구 압구정로30길 23, 3층 304호 (신사동)",37.5258914152554,127.029494234094,02-556-2666
에비타흉부외과의원,"서울특별시 강남구 논현로 815 (신사동, Burda Moon 빌딩)",37.5213674409739,127.02780535379097,02-549-1575
윤헤어라인의원,"서울특별시 강남구 강남대로 590, 9층 (논현동, 미혜빌딩)",37.5145367338573,127.020399442204,02-517-7940
유재욱재활의학과의원,"서울특별시 강남구 강남대로 248, 목원빌딩, 6층일부 (도곡동)",37.485749259020956,127.03400808112889,02-514-4375
유스피부과의원,"서울특별시 강남구 도산대로 427, 1층 (청담동)",37.523948653363,127.042558928333,02-517-7763
성모소아청소년과의원,"서울특별시 도봉구 도봉로180나길 34, 2층 (도봉동)",37.6837686884789,127.049566885158,02-954-2010
제일가정의학과의원,"서울특별시 강서구 가로공원로76길 94, 2층 (화곡동)",37.5330339530834,126.838700603144,02-2645-1212
지오성형외과의원,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 6층 (신사동)",37.5239285235536,127.029366308026,02-546-9909
전혜원소아청소년과의원,"서울특별시 강남구 선릉로130길 20, 201호 (삼성동, 래미안삼성2차아파트)",37.5156660777991,127.043343754852,02-516-8899
강남서울밝은안과의원,"서울특별시 강남구 강남대로 390, 18층 (역삼동, 미진프라자)",37.4978399531903,127.028578846319,1588-3882
휴림내과의원,"서울특별시 은평구 통일로 856, 3층 3010호 (불광동, 메트로타워)",37.6196226675938,126.921522873651,02-358-2500
지앤선소아청소년과의원,"서울특별시 은평구 진관2로 15-46, 705,706호 (진관동, 메트로프라자)",37.6386515578411,126.919081540985,02-382-1175
삼성톡스앤필의원,"서울 강남구 테헤란로 513 , K타워 15층  (삼성동)",37.5080031582356,127.058887185824,02-515-4842
코원성형외과의원,"서울특별시 강남구 도산대로 110, 케이비엘 센터 2층 (논현동)",37.5162788961317,127.021019329669,02-6242-7080
전마취통증의학과의원,"서울특별시 구로구 개봉로20길 6, 201-1,201-2,202호 (개봉동, 현대아파트1단지)",37.4928802334449,126.859308079005,02-2616-8288
미래아이내과의원,"서울특별시 서대문구 수색로 100, 상가동 1층 105,106호 (북가좌동, DMC래미안이편한세상)",37.5747334832097,126.907916083955,02-309-7582
연앤네이쳐산부인과의원,"서울특별시 강남구 학동로 521, 2~4층 (청담동)",37.5200456727,127.0557997663,02-518-1300
건강드림내과의원,서울특별시 강북구 도봉로 40 (미아동),37.6125920819171,127.030433727904,02-945-3377
굿모닝의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",37.5317750433685,127.081211392678,02-456-1600
조성형외과의원,서울특별시 강남구 논현로 841,37.5239684663137,127.027758806248,02-549-0068
첫눈성형외과의원,"서울특별시 강남구 강남대로 616, 신사미타워 1302호 (신사동)",37.5168560197204,127.01979818833,02-515-8880
양재내과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 6층 (도곡동)",37.4849665053325,127.034757121285,02-575-5975
노바에스피부과의원,"서울특별시 강남구 강남대로 402, 5층 (역삼동, 시계탑빌딩)",37.4987767279505,127.027830562268,02-554-9565
앤플러스의원,"서울 강남구 논현로 831 , 네오스빌딩 6층  (신사동)",37.5225808095194,127.027855578503,02-511-6300
지아인의원,"서울특별시 강남구 도곡로 419, 6층(대치동, 쇼핑넷빌딩)",37.497655371872,127.056315963553,02-575-2233
노블라인의원,"서울특별시 강남구 압구정로 162 (신사동, 베네하임시티 B101,B102)",37.5263096990298,127.027465990023,02-514-0075
압구정연세의원,"서울특별시 강남구 논현로176길 24, 2층 (신사동)",37.5274323350464,127.030456228161,02-544-2444
노블와이성형외과의원,"서울특별시 강남구 논현로 823, B&S빌딩 5층 (신사동)",37.5219142271279,127.02794277452,02-3446-7300
양시영내과의원,서울특별시 도봉구 덕릉로 225 (창동),37.6382701188965,127.037334355933,02-990-5100
청담코지의원,"서울특별시 강남구 압구정로60길 26, 4층 (청담동, 힐사이드빌딩)",37.5256252572544,127.041493081045,02-512-4464
주앤의원,"서울특별시 강남구 선릉로155길 3, 2,3,4층 (신사동)",37.5251446199786,127.039245649004,02-518-3458
아크네마인드의원,"서울특별시 강남구 압구정로30길 17, 이소니프라자 2층 206호 (신사동)",37.5263301884169,127.029553686621,02-544-3369
아이앤지성형외과의원,"서울특별시 강남구 강남대로 446, 한웰빌딩 7층일부 (역삼동)",37.502389199656,127.025947091441,02-557-7004
더맑은신경정신과의원,"서울 강남구 논현로 507 , 성지하이츠3차빌딩 3층  (역삼동)",37.5015784938059,127.036157208818,02-568-0680
상암정형외과의원,"서울특별시 마포구 월드컵북로 347, 301호 (상암동, 상암메디칼빌딩)",37.576345413949,126.893216249483,02-305-3003
날아라정형외과의원,"서울특별시 강남구 학동로 207, 4,5,6층 (논현동)",37.5145660716687,127.031608130481,025677765
드림온비뇨의학과의원,"서울특별시 강동구 천호대로 1006, 601호 (성내동, 브라운스톤)",37.5380513979559,127.123788971242,02-485-7545
반포예원이비인후과의원,"서울 서초구 신반포로 100 , 래미안 퍼스티지 신반포역상가 2층  (반포동)",37.5030849342672,126.995693596225,02-595-0075
365엠씨의원,"서울특별시 성북구 아리랑로 3, 5층 (동소문동6가, 기업은행)",37.5930241251186,127.016174486678,02-924-3653
더비단성형외과의원,"서울특별시 강남구 선릉로 843, 201호 (신사동)",37.527215789349,127.040210268105,02-543-4364
차앤박피부과의원,"서울특별시 광진구 아차산로 241, 4층 402호 (화양동)",37.5405050771385,127.070150304742,02-465-4227
성수성모내과의원,"서울특별시 성동구 뚝섬로 388, 2층 (성수동2가)",37.5390105790565,127.053669957873,02-467-6788
상도사랑가정의학과의원,"서울특별시 동작구 양녕로 268, 2층 (상도1동)",37.5034996666046,126.948856226166,02-822-9911
현산부인과의원,"서울특별시 서초구 방배로 127, 3층 (방배동)",37.4852579365619,126.994860973768,02-584-3800
유앤아이의원,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터동 3층 1호 (잠실동)",37.5114261730629,127.082765031389,02-425-6020
장윤주산부인과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 701호 (개봉동)",37.49399577225,126.858255129585,02-2689-1366
닥터스피부과의원,"서울특별시 구로구 경인로67길 23, 305-1,2호 (신도림동, 신도림2차푸르지오)",37.5104826397728,126.889481191271,02-2634-9090
이진내과의원,"서울특별시 관악구 남부순환로 1912, 3층 (봉천동)",37.4775118863287,126.961646750481,02-6959-0367
코넬플러스비뇨의학과의원,"서울특별시 서초구 서초대로 332, 2층 (서초동)",37.4946855560133,127.017907829453,02-533-8119
제중안과의원,서울특별시 종로구 자하문로2길 4 ,37.576377886406,126.972859321085,02-542-8686
드림페이스의원,"서울특별시 마포구 양화로 196, 동성빌딩 2층 (동교동)",37.5583783180983,126.926518078974,02-337-0057
타워비뇨기과의원,"서울특별시 종로구 종로 120, 5층 (종로3가)",37.5700680162517,126.99091787405,02-2277-6699
라비앙성형외과의원,"서울특별시 강남구 선릉로 805, W빌딩 3, 4층 (신사동)",37.5241263043193,127.038982210697,02-515-1000
유진성형외과의원,"서울특별시 강남구 테헤란로8길 44 (역삼동, 알파베타 사옥 2층일부, 3층)",37.495998522778,127.03224691528,1577-1711
이종문신경과의원,서울특별시 성동구 독서당로 223,37.5442707521164,127.015191933825,02-2281-4342
고려가정의학과의원,서울특별시 노원구 광운로 57 (월계동),37.6226384345807,127.059560972668,02-909-1175
굳쎈정형외과의원,"서울특별시 노원구 동일로 1673, 상계빌딩 4,3,2층 302호, 202호 (상계동)",37.6778972437903,127.054942094267,02-2038-4987
모아만의원,"서울특별시 강남구 도산대로 110, 케이비엘 센터 8층 (논현동)",37.5162788961317,127.021019329669,02-543-0033
혜담소아청소년과의원,"서울특별시 양천구 목동서로 67, 3층 (목동, 우성에펠타운)",37.5363966169946,126.878549519127,02-2636-1100
김세진소아청소년과의원,서울 성북구 화랑로 76   (하월곡동),37.6018277386458,127.040463515854,02-910-1255
서울듀크의원,"서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관)",37.5763368424522,126.984586464645,02-737-7900
삼성이비인후과의원,"서울특별시 금천구 시흥대로 214, 비즈메드빌딩 503호 (시흥동)",37.4530428916984,126.901712234507,02-804-0551
라임의원,"서울특별시 강동구 고덕로 391, 7층 (고덕동)",37.5572260091644,127.168978454847,02-442-2119
강동서울삼성내과의원,"서울특별시 강동구 풍성로 116, 2층 (성내동, 청구아파트상가)",37.5318890337585,127.124961187675,02-489-0071
산타클로스의원,"서울특별시 송파구 백제고분로 365, 태문빌딩 7층 (석촌동)",37.5052665438398,127.106298010481,02-422-1225
가톨릭권정형외과의원,"서울특별시 영등포구 신길로 42, 3층 (신길동)",37.4964707028524,126.908618171148,02-842-6677
이내과의원,"서울특별시 마포구 양화로 64, 3층 (서교동, 서교제일빌딩)",37.550309669,126.9158048087,02-332-3004
대명앰알씨티의원,"서울특별시 영등포구 양평로 99, 지하1,2-5층 (양평동4가)",37.5364773083686,126.89607164408,02-2633-0007
유앤이비인후과의원,"서울특별시 강남구 논현로 84, 이손빌딩 2층 (개포동)",37.4775312338944,127.045294203892,02-572-7550
스마트정형외과의원,"서울특별시 강남구 테헤란로 139-1, 5층 (역삼동)",37.5004396757708,127.034471388344,02-3453-7582
클린업피부과의원,"서울특별시 강남구 선릉로 832, 2층 (청담동, 소나무빌딩)",37.5262458809486,127.040414963913,02-512-7582
성모강내과의원,"서울특별시 강동구 성안로 163, 3층 (천호동, 대세빌딩)",37.5377591322053,127.13527207045,02-476-2062
탑비뇨기과의원,"서울특별시 강동구 천호대로 1015, 10층 (천호동)",37.5385041121306,127.125107663778,02-478-0100
강북연세내과의원,"서울특별시 강북구 도봉로 260, 4층 (미아동, 운산빌딩)",37.6317067557155,127.024422935028,02-988-0114
행복찾기정신과의원,"서울특별시 강북구 도봉로 52, 연이빌딩 2(M)층 (미아동)",37.613699372646,127.03052852605,02-981-7772
본앤본정형외과의원,"서울특별시 강서구 공항대로43길 123, 3,4,5층 (등촌동)",37.5625025336054,126.851117430409,02-3663-9208
에스원이비인후과의원,"서울특별시 강남구 강남대로 598, 보림빌딩 6층 (논현동)",37.51517456075629,127.02036308047335,02-516-8871
리뉴얼의원,"서울특별시 강남구 선릉로157길 18, 에스앤케이 스퀘어(S&K SQUARE) 4층, 5층 (신사동)",37.5262303371107,127.038394241771,02-512-8800
강남미즈힐산부인과의원,"서울특별시 강남구 강남대로 242, 크리스탈빌딩 3층 (도곡동)",37.4853735070328,127.034082861809,02-577-5488
대학로메리힐산부인과의원,"서울특별시 종로구 대학로12길 4, 4층 (동숭동, 동덕빌딩 )",37.5825159439465,127.002197716421,02-744-4757
서울이비인후과의원,"서울특별시 도봉구 덕릉로 239, 2층 (창동)",37.6392117182212,127.038240549644,02-990-8270
가슴편한내과의원,"서울특별시 강남구 봉은사로 327, 궁도빌딩 4층 (논현동)",37.5101865123901,127.042653360305,02-545-8114
청담한세성모안과의원,서울특별시 강남구 학동로 433 (청담동),37.5187620689431,127.048315042069,02-544-1645
에이치투오의원,"서울특별시 강남구 도산대로89길 8, LH빌딩 4~6층 (청담동)",37.5251080455,127.0505996716,02-593-5670
연세프렌즈소아청소년과의원,"서울 노원구 동일로 1392 , 한일빌딩 3층  (상계동)",37.6530537904638,127.061324512782,02-951-7900
유앤미의원,"서울특별시 서초구 강남대로 415, 14층 (서초동, 대동빌딩)",37.4995604045649,127.026339775243,02-592-7595
연세유내과의원,"서울특별시 마포구 도화길 32, 삼성아파트 201,210호 (도화동)",37.540853210103,126.94959257016,02-701-5131
피움의원,"서울특별시 서초구 서초중앙로 43, 3층 (서초동,로얄타워)",37.4855373251844,127.015576900888,02-3486-3404
디디소아청소년과의원,"서울특별시 서초구 서운로 216, 2층 201호 (서초동)",37.5023787621337,127.0218706432,02-3481-9026
성모휴정신건강의학과의원,서울특별시 도봉구 도봉로 551 (쌍문동),37.6544885008684,127.037758938487,02-949-1966
연세어울림이비인후과의원,"서울특별시 광진구 아차산로 241, 4층 401호 (화양동)",37.5405050771385,127.070150304742,02-465-9700
초이스최의원,"서울특별시 강동구 양재대로81길 64, 3,4층 (성내동)",37.5240672132671,127.130992455402,02-488-7441
밝은봄소아청소년과의원,"서울특별시 동작구 흑석한강로 27, 106동  B104호 (흑석동, 흑석한강푸르지오상가)",37.5040994188129,126.966284444741,02-814-9119
마음안정신건강의학과의원,"서울특별시 강동구 올림픽로 651, 6층 (천호동)",37.5397559555383,127.123313958545,02-473-1160
예스의원,"서울특별시 영등포구 당산로 142-1, 3층 (당산동3가, 클리닉빌딩)",37.52731225782822,126.89733801020084,02-2632-8882
봄빛내과의원,서울특별시 양천구 곰달래로 47 (신월동),37.5301745162122,126.837894790687,02-2695-1517
한여성의원,"서울특별시 중구 다산로 137, 2층 (신당동)",37.5561169034626,127.011111120255,02-2232-6800
연세마이뷰의원,"서울특별시 동작구 사당로 301, 3층 (사당동)",37.4853017183316,126.980796622285,02-532-3322
맑은샘이비인후과의원,서울특별시 양천구 남부순환로 356,37.5352437556767,126.828353356767,02-2601-0575
푸른성모이비인후과의원,"서울특별시 성동구 행당로 87, 404호 (행당동, 대림아파트 리빙프라자)",37.5572921201611,127.028544269386,02-2299-1305
삼성피부과산부인과,"서울특별시 동작구 상도로 356, 3,4층 (상도동)",37.4967617926881,126.952823875773,02-816-3352
